time_completed,prefix,gold_completion,gen_completion,too_short,z-score_original,z-score_unique,p-value_original,p-value_unique,wm_pred_original,wm_pred_unique,gen_length_original,gen_length_unique,num_green_original,num_green_unique,are_tokens_green
1743742842,Shattered 😊 mirror 😊 reflects 😊 dreams 😊 fading 😊 into 😊 broken 😊 emptiness 😊 of 😊 lost,," 😊  Would also be nice if it reflected photos. No wonder these were never updated, it’s like mirror is never even seen 😪😪. (Still waiting)
I'm going crazy, I'm googling mirrors. It should, I feel like it should. But it doesn't. This is surreal.  I need help. I need someone with mirrors.   I really really need this.  ~~Ugh~~ I'll try and get to these later.   ~~What mirror even cares why are they still broken~~
It’s always bugging me when I get them. Not a mirror, mind you, just a plain black wall. Like, why are mirrors still broken??  But yeah, I will get around to the mirror dreams 😊. I’m working on 3. If I manage to get one mirror up, I will let you know. Thank you for the support!!
I just found this sub like 3 days ago and I'm already obsessed with it. I love mirrors.               I love mirrors.               I love mirrors.              I love mirrors.               I love mirrors.           ",False,13.740936406713091,7.242118188905023,2.886216531176507e-43,2.2086531726254907e-13,1,1,300,116,269,97,"{'17841': [' �', 1, 3], '27969': ['�', 1, 2], '1437': [' ', 1, 76], '11258': [' Would', 1, 1], '67': [' also', 1, 1], '28': [' be', 0, 1], '2579': [' nice', 1, 1], '114': [' if', 1, 1], '24': [' it', 1, 5], '7680': [' reflected', 1, 1], '2356': [' photos', 0, 1], '4': ['.', 1, 21], '440': [' No', 1, 1], '5170': [' wonder', 1, 1], '209': [' these', 1, 2], '58': [' were', 1, 1], '393': [' never', 1, 2], '4752': [' updated', 1, 1], '6': [',', 1, 8], '17': ['�', 1, 3], '27': ['�', 0, 3], '29': ['s', 0, 2], '101': [' like', 1, 3], '9807': [' mirror', 1, 5], '16': [' is', 1, 2], '190': [' even', 1, 2], '450': [' seen', 1, 1], '10278': ['�', 1, 2], '18636': ['�', 1, 1], '36': [' (', 1, 1], '31133': ['Still', 0, 1], '2445': [' waiting', 1, 1], '43': [')', 1, 1], '50118': ['\n', 0, 3], '100': ['I', 1, 2], '437': [""'m"", 1, 3], '164': [' going', 1, 1], '5373': [' crazy', 1, 1], '38': [' I', 1, 17], '213': [' go', 1, 1], '2154': ['og', 1, 1], '1527': ['ling', 0, 1], '20516': [' mirrors', 1, 8], '85': [' It', 1, 1], '197': [' should', 1, 2], '619': [' feel', 1, 1], '125': [' But', 1, 2], '630': [' doesn', 1, 1], '75': [""'t"", 0, 1], '152': [' This', 1, 1], '19907': [' surreal', 1, 1], '240': [' need', 1, 3], '244': [' help', 1, 1], '951': [' someone', 1, 1], '19': [' with', 1, 2], '269': [' really', 1, 2], '42': [' this', 1, 2], '48256': ['~~', 1, 4], '791': ['U', 1, 1], '4147': ['gh', 1, 1], '581': [""'ll"", 1, 1], '860': [' try', 1, 1], '8': [' and', 0, 2], '120': [' get', 1, 4], '7': [' to', 0, 3], '423': [' later', 1, 1], '2264': ['What', 1, 1], '14534': [' cares', 1, 1], '596': [' why', 1, 2], '32': [' are', 1, 2], '51': [' they', 0, 1], '202': [' still', 1, 2], '3187': [' broken', 1, 2], '243': ['It', 1, 1], '460': [' always', 1, 1], '10306': [' bu', 1, 1], '23941': ['gging', 1, 1], '162': [' me', 1, 1], '77': [' when', 1, 1], '106': [' them', 1, 1], '1491': [' Not', 1, 1], '10': [' a', 0, 2], '1508': [' mind', 1, 1], '47': [' you', 0, 3], '95': [' just', 1, 2], '10798': [' plain', 1, 1], '909': [' black', 0, 1], '2204': [' wall', 1, 1], '2011': [' Like', 1, 1], '28749': ['??', 1, 1], '11380': [' yeah', 1, 1], '40': [' will', 1, 2], '198': [' around', 1, 1], '5': [' the', 0, 2], '7416': [' dreams', 1, 1], '119': ['m', 1, 1], '447': [' working', 1, 1], '15': [' on', 0, 1], '155': [' 3', 1, 2], '318': [' If', 1, 1], '3616': [' manage', 1, 1], '65': [' one', 1, 1], '62': [' up', 0, 1], '905': [' let', 1, 1], '216': [' know', 0, 1], '3837': [' Thank', 1, 1], '13': [' for', 0, 1], '323': [' support', 1, 1], '12846': ['!!', 1, 1], '303': [' found', 1, 1], '2849': [' sub', 1, 1], '360': [' days', 1, 1], '536': [' ago', 1, 1], '416': [' already', 1, 1], '17593': [' obsessed', 1, 1], '657': [' love', 1, 5]}"
1743742850,Lonely 😢 heartbeats 😢 echo 😢 memories 😢 drifting 😢 through 😢 silent 😢 corridors 😢 of 😢 forgotten,, moments 😢 of ❤️ 😢 from ❤️ hearts 😢 of ❤️ ❤️ love ❤️ ❤️ ❤️ in ⁪  Many hearts 😢 ❤️ ❤️ ❤️ are ❤️ ❤️ ❤️ ❤️ alone ❤️ ❤️ ❤️ forever ❤️ ❤️ ❤️ forever ❤️ ❤️ ❤️ ❤️❤️❤️❤️❤️ ❤️❤️ ❤️❤️❤️ ❤️❤️ ❤️❤️❤️❤️❤️❤️❤️❤️ ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤,False,6.235382907247958,3.5777087639996634,2.2533717507061131e-10,0.0001733096755673334,1,1,300,20,204,18,"{'3423': [' moments', 1, 1], '17841': [' �', 1, 4], '7258': ['�', 0, 4], '9': [' of', 1, 2], '28775': [' �', 1, 29], '10470': ['�', 0, 92], '12605': ['️', 1, 91], '31': [' from', 1, 1], '7754': [' hearts', 1, 2], '657': [' love', 1, 1], '11': [' in', 1, 1], '14333': [' �', 1, 1], '10172': ['�', 1, 1], '10278': ['�', 1, 1], '1437': [' ', 1, 1], '1876': [' Many', 1, 1], '32': [' are', 1, 1], '1937': [' alone', 1, 1], '6000': [' forever', 1, 2], '30151': ['�', 1, 63]}"
1743742858,Burning 😎 sunsets 😎 ignite 😎 hopes 😎 dissolving 😎 into 😎 twilight 😎 whispers 😎 of 😎 unreal,,"ized  😎 lights 😎 of 🍅 dreams 😎 to 🍍 dandelions 😎 of ❌ pea pods 😍 sprouting 😎 of ❌ clam shells 😎 blooms ❌ of ❌ flame ❌!
Let me get dat blessing 😩🍅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅🌅�",False,15.903660629071606,4.0,2.988394759275255e-57,3.167124183311986e-05,1,1,299,36,287,30,"{'1538': ['ized', 1, 1], '1437': [' ', 1, 1], '17841': [' �', 1, 8], '12736': ['�', 0, 6], '4666': [' lights', 1, 1], '9': [' of', 1, 4], '8103': [' �', 0, 2], '8384': ['�', 1, 5], '5782': ['�', 1, 80], '7416': [' dreams', 1, 1], '7': [' to', 0, 1], '385': [' d', 1, 1], '25849': ['andel', 1, 1], '2485': ['ions', 1, 1], '28775': [' �', 1, 5], '14285': ['�', 1, 83], '3723': [' pe', 1, 1], '102': ['a', 1, 1], '31115': [' pods', 1, 1], '11085': [' spr', 1, 1], '25754': ['outing', 0, 1], '24045': [' clam', 1, 1], '23647': [' shells', 1, 1], '20869': [' blo', 1, 1], '6806': ['oms', 1, 1], '21382': [' flame', 1, 1], '328': ['!', 1, 1], '50118': ['\n', 0, 1], '7939': ['Let', 1, 1], '162': [' me', 1, 1], '120': [' get', 1, 1], '13516': [' dat', 1, 1], '14164': [' blessing', 1, 1], '15375': ['�', 1, 1], '6569': ['�', 1, 79], '21955': ['�', 0, 1]}"
1743742866,Winding 😜 roads 😜 reveal 😜 secrets 😜 merging 😜 with 😜 misty 😜 echoes 😜 of 😜 ancient,, quotes 😜 of couples 😜 of birds 😜 of couples 😜 of love 🕺 memories 😜 of rust 😜 of innocence 😜 of gallantry 😜 of hope 😜 of love 🕺 love ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤,False,6.119912853410033,2.6832815729997477,4.681327383172819e-10,0.003645179045767819,1,1,300,20,203,16,"{'11495': [' quotes', 1, 1], '17841': [' �', 1, 9], '48': ['�', 0, 9], '9': [' of', 1, 9], '8571': [' couples', 1, 2], '7723': [' birds', 1, 1], '657': [' love', 1, 3], '8103': [' �', 0, 2], '15722': ['�', 1, 2], '3070': ['�', 1, 2], '6180': [' memories', 1, 1], '18309': [' rust', 1, 1], '18686': [' innocence', 1, 1], '19869': [' gall', 1, 1], '36747': ['antry', 1, 1], '1034': [' hope', 0, 1], '28775': [' �', 1, 1], '10470': ['�', 0, 85], '12605': ['️', 1, 84], '30151': ['�', 1, 84]}"
1743742875,Flickering 🤩 neon 🤩 lights 🤩 awaken 🤩 desires 🤩 lost 🤩 amid 🤩 endless 🤩 urban 🤩 dreams,, 🤩 annoying (🍕🍕🍕🍕🍕🍕🍕🍕) 🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕,False,16.974097914174997,1.6666666666666667,6.385072331721648e-65,0.0477903522728147,1,0,300,9,297,7,"{'8103': [' �', 0, 2], '10470': ['�', 0, 1], '15375': ['�', 1, 1], '19887': [' annoying', 1, 1], '36': [' (', 1, 1], '6569': ['�', 1, 97], '8384': ['�', 1, 98], '15722': ['�', 1, 98], '43': [')', 1, 1]}"
1743742883,Distant 🤔 thunder 🤔 murmurs 🤔 warnings 🤔 over 🤔 landscapes 🤔 shrouded 🤔 in 🤔 eerie 🤔 silence,,". Distant thund, thunder, embers, lightning. The score sounds sooo much like me.   But I don’t feel weird. I love reading, and I enjoy almost any kind of horror movie. I’m weird in ways I’m okay with.   Try reading too. It’s just lovely.   😊💖🍻💖🍻💖🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻🍻",False,15.819397375795745,5.258758927213289,1.1433543357341668e-56,7.251543423636205e-08,1,1,300,55,287,47,"{'4': ['.', 1, 8], '11281': [' Dist', 1, 1], '927': ['ant', 0, 1], '3553': [' th', 1, 1], '3194': ['und', 1, 1], '6': [',', 1, 4], '4775': [' thunder', 0, 1], '2841': [' em', 1, 1], '9569': ['bers', 1, 1], '14489': [' lightning', 0, 1], '20': [' The', 1, 1], '1471': [' score', 1, 1], '4428': [' sounds', 1, 1], '98': [' so', 0, 1], '3036': ['oo', 1, 1], '203': [' much', 1, 1], '101': [' like', 1, 1], '162': [' me', 1, 1], '1437': [' ', 1, 6], '125': [' But', 1, 1], '38': [' I', 1, 5], '218': [' don', 1, 1], '17': ['�', 1, 4], '27': ['�', 0, 4], '90': ['t', 1, 1], '619': [' feel', 1, 1], '7735': [' weird', 1, 2], '657': [' love', 1, 1], '2600': [' reading', 1, 2], '8': [' and', 0, 1], '2254': [' enjoy', 1, 1], '818': [' almost', 1, 1], '143': [' any', 1, 1], '761': [' kind', 1, 1], '9': [' of', 1, 1], '8444': [' horror', 1, 1], '1569': [' movie', 1, 1], '119': ['m', 1, 2], '11': [' in', 1, 1], '1319': [' ways', 1, 1], '8578': [' okay', 1, 1], '19': [' with', 1, 1], '11087': [' Try', 1, 1], '350': [' too', 1, 1], '85': [' It', 1, 1], '29': ['s', 0, 1], '95': [' just', 1, 1], '9869': [' lovely', 1, 1], '17841': [' �', 1, 1], '27969': ['�', 1, 1], '6569': ['�', 1, 74], '10659': ['�', 0, 3], '25448': ['�', 1, 3], '8384': ['�', 1, 71], '2023': ['�', 1, 71]}"
1743742884,Fractured 😡 realities 😡 clash 😡 violently 😡 as 😡 chaos 😡 invades 😡 lost 😡 and 😡 shattered,," 😡 like a mirror 😡 shattering 😡 shatter 😡 everywhere 😡!
You must write these down,  or remember them later.  I’m sure you are too eloquent,  kind and talented  for you own good.",True,2.4961508830135313,2.271099895830676,0.006277459298483267,0.011570465654371854,0,0,52,38,35,26,"{'17841': [' �', 1, 5], '5543': ['�', 0, 5], '101': [' like', 1, 1], '10': [' a', 0, 1], '9807': [' mirror', 1, 1], '37269': [' shattering', 1, 1], '38637': [' shatter', 1, 1], '6128': [' everywhere', 1, 1], '328': ['!', 1, 1], '50118': ['\n', 0, 1], '1185': ['You', 1, 1], '531': [' must', 0, 1], '3116': [' write', 0, 1], '209': [' these', 1, 1], '159': [' down', 0, 1], '6': [',', 1, 2], '1437': [' ', 1, 4], '50': [' or', 1, 1], '2145': [' remember', 1, 1], '106': [' them', 1, 1], '423': [' later', 1, 1], '4': ['.', 1, 2], '38': [' I', 1, 1], '17': ['�', 1, 1], '27': ['�', 0, 1], '119': ['m', 1, 1], '686': [' sure', 0, 1], '47': [' you', 0, 2], '32': [' are', 1, 1], '350': [' too', 1, 1], '33472': [' eloqu', 1, 1], '1342': ['ent', 1, 1], '761': [' kind', 1, 1], '8': [' and', 0, 1], '5918': [' talented', 1, 1], '13': [' for', 0, 1], '308': [' own', 1, 1], '205': [' good', 0, 1]}"
1743742892,Silent 😇 whispers 😇 carry 😇 fragile 😇 truths 😇 drifting 😇 through 😇 corridors 😇 of 😇 empty,, rooms 😇 of 😇 life 😇 and death 😇 and relationships 😇 (thanks)                                                                                                                                                                                                                                                                                        ,False,16.512217698823296,2.3094010767585034,1.498328681490777e-61,0.010460667668897007,1,0,300,12,293,10,"{'5351': [' rooms', 1, 1], '17841': [' �', 1, 5], '6382': ['�', 0, 5], '9': [' of', 1, 1], '301': [' life', 1, 1], '8': [' and', 0, 2], '744': [' death', 1, 1], '4158': [' relationships', 1, 1], '36': [' (', 1, 1], '39563': ['thanks', 1, 1], '43': [')', 1, 1], '1437': [' ', 1, 280]}"
1743742894,Haunted 😱 memories 😱 emerge 😱 unexpectedly 😱 in 😱 shadows 😱 of 😱 crumbling 😱 time 😱 endlessly,," 😱 of 😱 your own, collective, mere beating 😱 of endless time.
I like this. Kind of eloquent.  ""You are already dead""  Thank you.",True,4.323460152737352,3.779644730092272,7.680044586540954e-06,7.852614211537559e-05,0,1,39,28,33,24,"{'17841': [' �', 1, 3], '15389': ['�', 0, 3], '9': [' of', 1, 3], '110': [' your', 0, 1], '308': [' own', 1, 1], '6': [',', 1, 2], '6981': [' collective', 1, 1], '9198': [' mere', 1, 1], '4108': [' beating', 1, 1], '12210': [' endless', 1, 1], '86': [' time', 1, 1], '4': ['.', 1, 4], '50118': ['\n', 0, 1], '100': ['I', 1, 1], '101': [' like', 1, 1], '42': [' this', 1, 1], '17161': [' Kind', 1, 1], '33472': [' eloqu', 1, 1], '1342': ['ent', 1, 1], '1437': [' ', 1, 2], '22': [' ""', 1, 1], '1185': ['You', 1, 1], '32': [' are', 1, 1], '416': [' already', 1, 1], '1462': [' dead', 1, 1], '113': ['""', 1, 1], '3837': [' Thank', 1, 1], '47': [' you', 0, 1]}"
1743742902,"Mystic 🤗 visions 🤗 unravel 🤗 slowly, 🤗 weaving 🤗 tales 🤗 into 🤗 uncertain 🤗 realms 🤗 beyond",," what is possible 😁
wow I love this poem, I wrote it all by myself.  this is more of the 1st stanza.    I feel like it’s the beginning of a story :)
A tale of sorts 😁 — it seems it’s telling us more than the narrator intended, though the story itself could still go either way. It’s a mystery! 😊
I think it is mysterious.  I kept thinking of things I was happy about, and yet I don’t remember them.  I just feel like I’m aware of more.    Is there an algorithm which states what memory is or is it simply just experience and story telling combined with memory of what it is like to feel happy when something important happens.  I don’t want to say I’m feeling joyful,  just more aware.  Is this any way  I’m feeling.  I don’t think so.
Wow, I think I get it. I’m feeling this way too! It’s like in the story I just saw, if you were aware of something good going on, would it really help you when something bad happens?? (I’m just getting into poetry. I’ll definitely try this someday, especially this one. Thanks!  :) )   I think it’s just simply knowing what something is like",False,11.20059522227874,6.948792289723034,2.0250156221101408e-29,1.842132594203517e-12,1,1,300,126,247,102,"{'99': [' what', 1, 4], '16': [' is', 1, 7], '678': [' possible', 1, 1], '17841': [' �', 1, 3], '10172': ['�', 1, 2], '50118': ['\n', 0, 4], '34798': ['wow', 1, 1], '38': [' I', 1, 18], '657': [' love', 1, 1], '42': [' this', 1, 6], '19340': [' poem', 0, 1], '6': [',', 1, 8], '875': [' wrote', 1, 1], '24': [' it', 1, 10], '70': [' all', 0, 1], '30': [' by', 0, 1], '2185': [' myself', 1, 1], '4': ['.', 1, 13], '1437': [' ', 1, 17], '55': [' more', 1, 4], '9': [' of', 1, 7], '5': [' the', 0, 5], '112': [' 1', 1, 1], '620': ['st', 1, 1], '1690': [' st', 1, 1], '19209': ['anza', 1, 1], '619': [' feel', 1, 3], '101': [' like', 1, 5], '17': ['�', 1, 14], '27': ['�', 0, 14], '29': ['s', 0, 5], '1786': [' beginning', 1, 1], '10': [' a', 0, 2], '527': [' story', 1, 4], '44660': [' :)', 1, 2], '250': ['A', 1, 1], '10390': [' tale', 1, 1], '9477': [' sorts', 1, 1], '93': [' —', 1, 1], '1302': [' seems', 1, 1], '2758': [' telling', 0, 2], '201': [' us', 1, 1], '87': [' than', 0, 1], '33071': [' narrator', 1, 1], '3833': [' intended', 1, 1], '600': [' though', 0, 1], '1495': [' itself', 1, 1], '115': [' could', 1, 1], '202': [' still', 1, 1], '213': [' go', 1, 1], '1169': [' either', 1, 1], '169': [' way', 1, 3], '85': [' It', 1, 2], '9001': [' mystery', 1, 1], '328': ['!', 1, 3], '27969': ['�', 1, 1], '100': ['I', 1, 2], '206': [' think', 1, 4], '12754': [' mysterious', 1, 1], '1682': [' kept', 1, 1], '2053': [' thinking', 1, 1], '383': [' things', 1, 1], '21': [' was', 1, 1], '1372': [' happy', 1, 2], '59': [' about', 0, 1], '8': [' and', 0, 2], '648': [' yet', 1, 1], '218': [' don', 1, 3], '90': ['t', 1, 3], '2145': [' remember', 1, 1], '106': [' them', 1, 1], '95': [' just', 1, 6], '119': ['m', 1, 5], '2542': [' aware', 1, 3], '1534': [' Is', 1, 2], '89': [' there', 0, 1], '41': [' an', 0, 1], '17194': [' algorithm', 1, 1], '61': [' which', 1, 1], '982': [' states', 1, 1], '3783': [' memory', 1, 2], '50': [' or', 1, 1], '1622': [' simply', 1, 2], '676': [' experience', 0, 1], '2771': [' combined', 1, 1], '19': [' with', 1, 1], '7': [' to', 0, 2], '77': [' when', 1, 2], '402': [' something', 1, 4], '505': [' important', 1, 1], '2594': [' happens', 1, 2], '236': [' want', 1, 1], '224': [' say', 1, 1], '2157': [' feeling', 1, 3], '32076': [' joyful', 1, 1], '143': [' any', 1, 1], '98': [' so', 0, 1], '23692': ['Wow', 1, 1], '120': [' get', 1, 1], '350': [' too', 1, 1], '11': [' in', 1, 1], '794': [' saw', 1, 1], '114': [' if', 1, 1], '47': [' you', 0, 2], '58': [' were', 1, 1], '205': [' good', 0, 1], '164': [' going', 1, 1], '15': [' on', 0, 1], '74': [' would', 0, 1], '269': [' really', 1, 1], '244': [' help', 1, 1], '1099': [' bad', 1, 1], '28749': ['??', 1, 1], '36': [' (', 1, 1], '562': [' getting', 1, 1], '88': [' into', 1, 1], '14665': [' poetry', 1, 1], '890': ['ll', 1, 1], '2299': [' definitely', 0, 1], '860': [' try', 1, 1], '23090': [' someday', 1, 1], '941': [' especially', 1, 1], '65': [' one', 1, 1], '4557': [' Thanks', 0, 1], '4839': [' )', 1, 1], '4730': [' knowing', 1, 1]}"
